incident_id,chunk_index,chunk_id,chunk_text,chunk_token_count
RCA-03532,0,RCA-03532_chunk_0,"incident context : incident description : the secondary region experienced an incident associated with disaster recovery test failure. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : business continuity / disaster recovery severity : medium priority : p2 affected service : secondary region environment : production issue type : disaster recovery test failure observed technical signals : feature observed cpu percent : 35 feature observed memory percent : 87 feature request latency ms : 5579 feature error rate percent : 6. 91 feature affected records or requests : 474672 feature incident duration minutes : 700 feature retry count : 1 feature rpo minutes : 474 feature rto minutes : 390 feature backup age hours : 411 feature recovery test status : not tested",159
RCA-03533,0,RCA-03533_chunk_0,"incident context : incident description : users reported incorrect workflow affecting the approval system. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : business process / configuration severity : high priority : p4 affected service : approval system environment : production issue type : incorrect workflow observed technical signals : feature observed cpu percent : 51 feature observed memory percent : 47 feature request latency ms : 2467 feature error rate percent : 25. 13 feature affected records or requests : 241242 feature incident duration minutes : 284 feature retry count : 10",126
RCA-03534,0,RCA-03534_chunk_0,"incident context : incident description : support received multiple reports of auto - scaling failure in the compute cluster. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : infrastructure severity : medium priority : p2 affected service : compute cluster environment : production issue type : auto - scaling failure observed technical signals : feature observed cpu percent : 91 feature observed memory percent : 61 feature request latency ms : 5926 feature error rate percent : 39. 51 feature affected records or requests : 397573 feature incident duration minutes : 120 feature retry count : 11 feature disk utilization percent : 70 feature pod restart count : 6 feature pending workloads : 10 feature node health : degraded feature resource utilization percent : 96",159
RCA-03535,0,RCA-03535_chunk_0,"incident context : incident description : monitoring and support tickets indicated connection pool exhaustion on the order database. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : database severity : low priority : p3 affected service : order database environment : production issue type : connection pool exhaustion observed technical signals : feature observed cpu percent : 78 feature observed memory percent : 82 feature request latency ms : 5135 feature error rate percent : 7 feature affected records or requests : 479476 feature incident duration minutes : 85 feature retry count : 3 feature db connections : 569 feature db cpu percent : 50 feature query latency ms : 681 feature lock waits : 354 feature replication lag seconds : 1747",157
RCA-03536,0,RCA-03536_chunk_0,"incident context : incident description : support received multiple reports of response schema mismatch in the inventory api. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : api / microservices severity : medium priority : p3 affected service : inventory api environment : production issue type : response schema mismatch observed technical signals : feature observed cpu percent : 99 feature observed memory percent : 46 feature request latency ms : 4966 feature error rate percent : 21. 23 feature affected records or requests : 87836 feature incident duration minutes : 211 feature retry count : 3",137
RCA-03537,0,RCA-03537_chunk_0,"incident context : incident description : users reported backup recovery failure affecting the backup platform. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : business continuity / disaster recovery severity : medium priority : p3 affected service : backup platform environment : production issue type : backup recovery failure observed technical signals : feature observed cpu percent : 88 feature observed memory percent : 61 feature request latency ms : 4669 feature error rate percent : 22. 19 feature affected records or requests : 197144 feature incident duration minutes : 262 feature retry count : 1 feature rpo minutes : 1390 feature rto minutes : 535 feature backup age hours : 150 feature recovery test status : not tested",154
RCA-03538,0,RCA-03538_chunk_0,"incident context : incident description : the web application experienced an incident associated with access - control failure. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : security severity : low priority : p2 affected service : web application environment : production issue type : access - control failure observed technical signals : feature observed cpu percent : 60 feature observed memory percent : 37 feature request latency ms : 2549 feature error rate percent : 44. 59 feature affected records or requests : 446551 feature incident duration minutes : 48 feature retry count : 3 feature suspicious requests : 49368 feature blocked requests : 336 feature authentication failures : 1802 feature security event count : 4789",152
RCA-03539,0,RCA-03539_chunk_0,"incident context : incident description : users reported schema mismatch affecting the etl pipeline. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : data / data pipeline severity : medium priority : p2 affected service : etl pipeline environment : production issue type : schema mismatch observed technical signals : feature observed cpu percent : 53 feature observed memory percent : 81 feature request latency ms : 5966 feature error rate percent : 20. 15 feature affected records or requests : 371189 feature incident duration minutes : 590 feature retry count : 10 feature records processed : 1413106 feature records affected : 371189 feature pipeline delay minutes : 298 feature validation failure rate percent : 13. 15 feature schema check : passed",170
RCA-03540,0,RCA-03540_chunk_0,"incident context : incident description : users reported data synchronization failure affecting the data validation service. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : data / data pipeline severity : high priority : p3 affected service : data validation service environment : production issue type : data synchronization failure observed technical signals : feature observed cpu percent : 61 feature observed memory percent : 61 feature request latency ms : 4572 feature error rate percent : 0. 95 feature affected records or requests : 345245 feature incident duration minutes : 525 feature retry count : 11 feature records processed : 2946280 feature records affected : 345245 feature pipeline delay minutes : 243 feature validation failure rate percent : 14. 47 feature schema check : failed",171
RCA-03541,0,RCA-03541_chunk_0,"incident context : incident description : users reported insufficient capacity affecting the container platform. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : infrastructure severity : medium priority : p3 affected service : container platform environment : production issue type : insufficient capacity observed technical signals : feature observed cpu percent : 87 feature observed memory percent : 91 feature request latency ms : 2492 feature error rate percent : 43. 81 feature affected records or requests : 215569 feature incident duration minutes : 73 feature retry count : 10 feature disk utilization percent : 94 feature pod restart count : 4 feature pending workloads : 20 feature node health : degraded feature resource utilization percent : 64",151
RCA-03542,0,RCA-03542_chunk_0,"incident context : incident description : support received multiple reports of source - system failure in the data warehouse. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : data / data pipeline severity : medium priority : p2 affected service : data warehouse environment : production issue type : source - system failure observed technical signals : feature observed cpu percent : 60 feature observed memory percent : 60 feature request latency ms : 422 feature error rate percent : 25. 44 feature affected records or requests : 441920 feature incident duration minutes : 541 feature retry count : 12 feature records processed : 1260902 feature records affected : 441920 feature pipeline delay minutes : 239 feature validation failure rate percent : 1. 81 feature schema check : failed",167
RCA-03543,0,RCA-03543_chunk_0,"incident context : incident description : users reported database patching failure affecting the mysql database. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : database severity : medium priority : p2 affected service : mysql database environment : production issue type : database patching failure observed technical signals : feature observed cpu percent : 52 feature observed memory percent : 81 feature request latency ms : 2804 feature error rate percent : 16. 63 feature affected records or requests : 427621 feature incident duration minutes : 685 feature retry count : 7 feature db connections : 77 feature db cpu percent : 88 feature query latency ms : 2561 feature lock waits : 376 feature replication lag seconds : 8",165
RCA-03544,0,RCA-03544_chunk_0,"incident context : incident description : users reported suspicious api traffic affecting the api gateway. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : security severity : medium priority : p3 affected service : api gateway environment : production issue type : suspicious api traffic observed technical signals : feature observed cpu percent : 82 feature observed memory percent : 81 feature request latency ms : 1449 feature error rate percent : 0. 26 feature affected records or requests : 285216 feature incident duration minutes : 267 feature retry count : 0 feature suspicious requests : 97665 feature blocked requests : 24025 feature authentication failures : 6917 feature security event count : 1998",148
RCA-03545,0,RCA-03545_chunk_0,"incident context : incident description : the customer api experienced an incident associated with http 500 errors. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : api / microservices severity : low priority : p2 affected service : customer api environment : production issue type : http 500 errors observed technical signals : feature observed cpu percent : 48 feature observed memory percent : 44 feature request latency ms : 872 feature error rate percent : 0. 77 feature affected records or requests : 79718 feature incident duration minutes : 399 feature retry count : 5",131
RCA-03546,0,RCA-03546_chunk_0,"incident context : incident description : users reported recovery time objective breach affecting the backup platform. the issue was observed in the staging environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : business continuity / disaster recovery severity : high priority : p3 affected service : backup platform environment : staging issue type : recovery time objective breach observed technical signals : feature observed cpu percent : 92 feature observed memory percent : 63 feature request latency ms : 3930 feature error rate percent : 23. 93 feature affected records or requests : 485633 feature incident duration minutes : 347 feature retry count : 8 feature rpo minutes : 172 feature rto minutes : 1084 feature backup age hours : 66 feature recovery test status : failed",155
RCA-03547,0,RCA-03547_chunk_0,"incident context : incident description : monitoring and support tickets indicated infrastructure change failure on the application platform. the issue was observed in the uat environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. a recent production change was detected shortly before the incident. category : deployment / change management severity : high priority : p3 affected service : application platform environment : uat issue type : infrastructure change failure observed technical signals : feature observed cpu percent : 37 feature observed memory percent : 80 feature request latency ms : 967 feature error rate percent : 22. 74 feature affected records or requests : 157524 feature incident duration minutes : 166 feature retry count : 8 feature change event : production change detected before incident feature minutes after change : 5 feature error rate before change percent : 0. 5 feature error rate after change percent : 38. 36",177
RCA-03548,0,RCA-03548_chunk_0,"incident context : incident description : support received multiple reports of incorrect workflow in the tax service. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : business process / configuration severity : medium priority : p4 affected service : tax service environment : production issue type : incorrect workflow observed technical signals : feature observed cpu percent : 82 feature observed memory percent : 66 feature request latency ms : 4759 feature error rate percent : 44. 56 feature affected records or requests : 334897 feature incident duration minutes : 357 feature retry count : 2",130
RCA-03549,0,RCA-03549_chunk_0,"incident context : incident description : users reported database workload spike affecting the cloud infrastructure. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : capacity / performance management severity : medium priority : p3 affected service : cloud infrastructure environment : production issue type : database workload spike observed technical signals : feature observed cpu percent : 51 feature observed memory percent : 63 feature request latency ms : 1627 feature error rate percent : 21. 82 feature affected records or requests : 453741 feature incident duration minutes : 667 feature retry count : 2 feature normal workload multiplier : 2. 56 feature peak cpu percent : 98 feature peak memory percent : 96 feature queue depth : 42048",158
RCA-03550,0,RCA-03550_chunk_0,"incident context : incident description : users reported database patching failure affecting the postgresql database. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : database severity : medium priority : p2 affected service : postgresql database environment : production issue type : database patching failure observed technical signals : feature observed cpu percent : 68 feature observed memory percent : 46 feature request latency ms : 1831 feature error rate percent : 3. 6 feature affected records or requests : 287184 feature incident duration minutes : 352 feature retry count : 0 feature db connections : 145 feature db cpu percent : 56 feature query latency ms : 828 feature lock waits : 165 feature replication lag seconds : 212",163
RCA-03551,0,RCA-03551_chunk_0,"incident context : incident description : support received multiple reports of incorrect master data in the business rules engine. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : business process / configuration severity : high priority : p3 affected service : business rules engine environment : production issue type : incorrect master data observed technical signals : feature observed cpu percent : 62 feature observed memory percent : 51 feature request latency ms : 4709 feature error rate percent : 17. 08 feature affected records or requests : 259194 feature incident duration minutes : 460 feature retry count : 8",131
RCA-03552,0,RCA-03552_chunk_0,"incident context : incident description : support received multiple reports of expired security certificate in the cloud iam. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : security severity : medium priority : p3 affected service : cloud iam environment : production issue type : expired security certificate observed technical signals : feature observed cpu percent : 66 feature observed memory percent : 81 feature request latency ms : 4926 feature error rate percent : 19. 46 feature affected records or requests : 112964 feature incident duration minutes : 96 feature retry count : 8 feature suspicious requests : 56021 feature blocked requests : 33016 feature authentication failures : 8616 feature security event count : 1229",153
RCA-03553,0,RCA-03553_chunk_0,"incident context : incident description : support received multiple reports of vpn failure in the corporate network. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : network severity : high priority : p3 affected service : corporate network environment : production issue type : vpn failure observed technical signals : feature observed cpu percent : 57 feature observed memory percent : 86 feature request latency ms : 2971 feature error rate percent : 21. 59 feature affected records or requests : 60733 feature incident duration minutes : 377 feature retry count : 9 feature packet loss percent : 10. 02 feature network latency ms : 1003 feature bandwidth utilization percent : 32 feature dns response ms : 1408",157
RCA-03554,0,RCA-03554_chunk_0,"incident context : incident description : users reported disaster recovery test failure affecting the backup platform. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : business continuity / disaster recovery severity : low priority : p2 affected service : backup platform environment : production issue type : disaster recovery test failure observed technical signals : feature observed cpu percent : 67 feature observed memory percent : 41 feature request latency ms : 1171 feature error rate percent : 16. 9 feature affected records or requests : 60377 feature incident duration minutes : 585 feature retry count : 5 feature rpo minutes : 1067 feature rto minutes : 704 feature backup age hours : 285 feature recovery test status : passed",156
RCA-03555,0,RCA-03555_chunk_0,"incident context : incident description : the customer database experienced an incident associated with disaster recovery failure. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : database severity : medium priority : p1 affected service : customer database environment : production issue type : disaster recovery failure observed technical signals : feature observed cpu percent : 42 feature observed memory percent : 44 feature request latency ms : 129 feature error rate percent : 43. 21 feature affected records or requests : 384283 feature incident duration minutes : 148 feature retry count : 1 feature db connections : 338 feature db cpu percent : 52 feature query latency ms : 8953 feature lock waits : 289 feature replication lag seconds : 1447",157
RCA-03556,0,RCA-03556_chunk_0,"incident context : incident description : the background worker experienced an incident associated with incorrect business logic. the issue was observed in the development environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : application / software severity : low priority : p2 affected service : background worker environment : development issue type : incorrect business logic observed technical signals : feature observed cpu percent : 55 feature observed memory percent : 87 feature request latency ms : 2449 feature error rate percent : 6. 16 feature affected records or requests : 296667 feature incident duration minutes : 222 feature retry count : 4",127
RCA-03557,0,RCA-03557_chunk_0,"incident context : incident description : the cloud infrastructure experienced an incident associated with cpu pressure. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : capacity / performance management severity : low priority : p1 affected service : cloud infrastructure environment : production issue type : cpu pressure observed technical signals : feature observed cpu percent : 70 feature observed memory percent : 46 feature request latency ms : 5035 feature error rate percent : 38. 2 feature affected records or requests : 341317 feature incident duration minutes : 99 feature retry count : 10 feature normal workload multiplier : 6. 07 feature peak cpu percent : 92 feature peak memory percent : 88 feature queue depth : 95166",156
RCA-03558,0,RCA-03558_chunk_0,"incident context : incident description : users reported certificate deployment failure affecting the production environment. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. a recent production change was detected shortly before the incident. category : deployment / change management severity : medium priority : p3 affected service : production environment environment : production issue type : certificate deployment failure observed technical signals : feature observed cpu percent : 68 feature observed memory percent : 37 feature request latency ms : 2966 feature error rate percent : 38. 31 feature affected records or requests : 476180 feature incident duration minutes : 543 feature retry count : 12 feature change event : production change detected before incident feature minutes after change : 17 feature error rate before change percent : 0. 62 feature error rate after change percent : 9. 48",174
RCA-03559,0,RCA-03559_chunk_0,"incident context : incident description : monitoring and support tickets indicated memory exhaustion on the compute cluster. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : infrastructure severity : medium priority : p4 affected service : compute cluster environment : production issue type : memory exhaustion observed technical signals : feature observed cpu percent : 79 feature observed memory percent : 85 feature request latency ms : 2191 feature error rate percent : 33. 82 feature affected records or requests : 204591 feature incident duration minutes : 537 feature retry count : 12 feature disk utilization percent : 71 feature pod restart count : 5 feature pending workloads : 30 feature node health : degraded feature resource utilization percent : 77",155
RCA-03560,0,RCA-03560_chunk_0,"incident context : incident description : the order api experienced an incident associated with http 400 errors. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : api / microservices severity : high priority : p2 affected service : order api environment : production issue type : http 400 errors observed technical signals : feature observed cpu percent : 70 feature observed memory percent : 83 feature request latency ms : 4240 feature error rate percent : 24. 22 feature affected records or requests : 332479 feature incident duration minutes : 109 feature retry count : 5",130
RCA-03561,0,RCA-03561_chunk_0,"incident context : incident description : the database platform experienced an incident associated with database migration failure. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. a recent production change was detected shortly before the incident. category : deployment / change management severity : medium priority : p3 affected service : database platform environment : production issue type : database migration failure observed technical signals : feature observed cpu percent : 62 feature observed memory percent : 73 feature request latency ms : 3751 feature error rate percent : 39. 44 feature affected records or requests : 330916 feature incident duration minutes : 135 feature retry count : 4 feature change event : production change detected before incident feature minutes after change : 30 feature error rate before change percent : 1. 32 feature error rate after change percent : 33. 87",174
RCA-03562,0,RCA-03562_chunk_0,"incident context : incident description : support received multiple reports of data quality issue in the master data platform. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : data / data pipeline severity : critical priority : p3 affected service : master data platform environment : production issue type : data quality issue observed technical signals : feature observed cpu percent : 89 feature observed memory percent : 48 feature request latency ms : 2465 feature error rate percent : 3. 45 feature affected records or requests : 463720 feature incident duration minutes : 372 feature retry count : 2 feature records processed : 2430641 feature records affected : 463720 feature pipeline delay minutes : 690 feature validation failure rate percent : 3. 36 feature schema check : warning",168
RCA-03563,0,RCA-03563_chunk_0,"incident context : incident description : support received multiple reports of business continuity plan failure in the secondary region. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : business continuity / disaster recovery severity : medium priority : p4 affected service : secondary region environment : production issue type : business continuity plan failure observed technical signals : feature observed cpu percent : 44 feature observed memory percent : 62 feature request latency ms : 4670 feature error rate percent : 26 feature affected records or requests : 127595 feature incident duration minutes : 414 feature retry count : 11 feature rpo minutes : 926 feature rto minutes : 306 feature backup age hours : 129 feature recovery test status : failed",156
RCA-03564,0,RCA-03564_chunk_0,"incident context : incident description : monitoring and support tickets indicated delayed alert on the metrics collector. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : monitoring / observability severity : low priority : p2 affected service : metrics collector environment : production issue type : delayed alert observed technical signals : feature observed cpu percent : 40 feature observed memory percent : 75 feature request latency ms : 3211 feature error rate percent : 5. 42 feature affected records or requests : 498130 feature incident duration minutes : 62 feature retry count : 1 feature telemetry events : 8229 feature missing signal percent : 5. 17 feature alert delay seconds : 3436 feature metric collection status : failed",161
RCA-03565,0,RCA-03565_chunk_0,"incident context : incident description : support received multiple reports of external api timeout in the cloud storage. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : external dependencies severity : high priority : p3 affected service : cloud storage environment : production issue type : external api timeout observed technical signals : feature observed cpu percent : 77 feature observed memory percent : 75 feature request latency ms : 221 feature error rate percent : 20. 84 feature affected records or requests : 71295 feature incident duration minutes : 153 feature retry count : 10",129
RCA-03566,0,RCA-03566_chunk_0,"incident context : incident description : users reported dns failure affecting the corporate network. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : network severity : medium priority : p2 affected service : corporate network environment : production issue type : dns failure observed technical signals : feature observed cpu percent : 51 feature observed memory percent : 94 feature request latency ms : 2724 feature error rate percent : 20. 83 feature affected records or requests : 16779 feature incident duration minutes : 206 feature retry count : 1 feature packet loss percent : 9. 12 feature network latency ms : 755 feature bandwidth utilization percent : 80 feature dns response ms : 1027",153
RCA-03567,0,RCA-03567_chunk_0,"incident context : incident description : users reported regional connectivity failure affecting the load balancer. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : network severity : medium priority : p3 affected service : load balancer environment : production issue type : regional connectivity failure observed technical signals : feature observed cpu percent : 87 feature observed memory percent : 62 feature request latency ms : 3624 feature error rate percent : 30. 33 feature affected records or requests : 43130 feature incident duration minutes : 133 feature retry count : 7 feature packet loss percent : 5. 16 feature network latency ms : 358 feature bandwidth utilization percent : 81 feature dns response ms : 1453",155
RCA-03568,0,RCA-03568_chunk_0,"incident context : incident description : the alerting platform experienced an incident associated with excessive logging. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : monitoring / observability severity : high priority : p2 affected service : alerting platform environment : production issue type : excessive logging observed technical signals : feature observed cpu percent : 67 feature observed memory percent : 43 feature request latency ms : 310 feature error rate percent : 23. 36 feature affected records or requests : 377592 feature incident duration minutes : 541 feature retry count : 1 feature telemetry events : 66902 feature missing signal percent : 41. 59 feature alert delay seconds : 2671 feature metric collection status : delayed",161
RCA-03569,0,RCA-03569_chunk_0,"incident context : incident description : the cloud infrastructure experienced an incident associated with cpu pressure. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : capacity / performance management severity : medium priority : p3 affected service : cloud infrastructure environment : production issue type : cpu pressure observed technical signals : feature observed cpu percent : 70 feature observed memory percent : 46 feature request latency ms : 5035 feature error rate percent : 38. 2 feature affected records or requests : 341317 feature incident duration minutes : 99 feature retry count : 10 feature normal workload multiplier : 6. 07 feature peak cpu percent : 92 feature peak memory percent : 88 feature queue depth : 95166",156
RCA-03570,0,RCA-03570_chunk_0,"incident context : incident description : users reported no permanent fix affecting the production operations. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : human / operational severity : critical priority : p3 affected service : production operations environment : production issue type : no permanent fix observed technical signals : feature observed cpu percent : 90 feature observed memory percent : 36 feature request latency ms : 5374 feature error rate percent : 6. 75 feature affected records or requests : 321356 feature incident duration minutes : 142 feature retry count : 10",126
RCA-03571,0,RCA-03571_chunk_0,"incident context : incident description : support received multiple reports of unexpected application shutdown in the background worker. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : application / software severity : high priority : p3 affected service : background worker environment : production issue type : unexpected application shutdown observed technical signals : feature observed cpu percent : 43 feature observed memory percent : 87 feature request latency ms : 268 feature error rate percent : 44. 89 feature affected records or requests : 313269 feature incident duration minutes : 159 feature retry count : 2",129
RCA-03572,0,RCA-03572_chunk_0,"incident context : incident description : support received multiple reports of dns failure in the dns service. the issue was observed in the uat environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : network severity : medium priority : p2 affected service : dns service environment : uat issue type : dns failure observed technical signals : feature observed cpu percent : 89 feature observed memory percent : 66 feature request latency ms : 2990 feature error rate percent : 33. 43 feature affected records or requests : 136908 feature incident duration minutes : 143 feature retry count : 1 feature packet loss percent : 8. 34 feature network latency ms : 1280 feature bandwidth utilization percent : 92 feature dns response ms : 949",160
RCA-03573,0,RCA-03573_chunk_0,"incident context : incident description : users reported report / dashboard failure affecting the mobile application. the issue was observed in the uat environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : user / customer incident severity : high priority : p4 affected service : mobile application environment : uat issue type : report / dashboard failure observed technical signals : feature observed cpu percent : 99 feature observed memory percent : 84 feature request latency ms : 2642 feature error rate percent : 36. 01 feature affected records or requests : 494745 feature incident duration minutes : 631 feature retry count : 0",131
RCA-03574,0,RCA-03574_chunk_0,"incident context : incident description : monitoring and support tickets indicated feature unavailable on the reporting portal. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : user / customer incident severity : medium priority : p4 affected service : reporting portal environment : production issue type : feature unavailable observed technical signals : feature observed cpu percent : 37 feature observed memory percent : 84 feature request latency ms : 211 feature error rate percent : 38. 67 feature affected records or requests : 397522 feature incident duration minutes : 434 feature retry count : 6",127
RCA-03575,0,RCA-03575_chunk_0,"incident context : incident description : support received multiple reports of container runtime failure in the cloud compute. the issue was observed in the uat environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : infrastructure severity : high priority : p4 affected service : cloud compute environment : uat issue type : container runtime failure observed technical signals : feature observed cpu percent : 76 feature observed memory percent : 52 feature request latency ms : 4739 feature error rate percent : 6. 66 feature affected records or requests : 53934 feature incident duration minutes : 6 feature retry count : 5 feature disk utilization percent : 71 feature pod restart count : 12 feature pending workloads : 21 feature node health : failed feature resource utilization percent : 94",160
RCA-03576,0,RCA-03576_chunk_0,"incident context : incident description : support received multiple reports of source - system failure in the master data platform. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : data / data pipeline severity : high priority : p2 affected service : master data platform environment : production issue type : source - system failure observed technical signals : feature observed cpu percent : 64 feature observed memory percent : 56 feature request latency ms : 3359 feature error rate percent : 26. 42 feature affected records or requests : 389159 feature incident duration minutes : 385 feature retry count : 12 feature records processed : 13371 feature records affected : 389159 feature pipeline delay minutes : 150 feature validation failure rate percent : 11. 92 feature schema check : failed",170
RCA-03577,0,RCA-03577_chunk_0,"incident context : incident description : support received multiple reports of incomplete incident handover in the service desk. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : human / operational severity : high priority : p1 affected service : service desk environment : production issue type : incomplete incident handover observed technical signals : feature observed cpu percent : 98 feature observed memory percent : 72 feature request latency ms : 772 feature error rate percent : 3. 28 feature affected records or requests : 162874 feature incident duration minutes : 333 feature retry count : 5",130
RCA-03578,0,RCA-03578_chunk_0,"incident context : incident description : support received multiple reports of routing failure in the dns service. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : network severity : medium priority : p3 affected service : dns service environment : production issue type : routing failure observed technical signals : feature observed cpu percent : 57 feature observed memory percent : 69 feature request latency ms : 4766 feature error rate percent : 16. 36 feature affected records or requests : 347219 feature incident duration minutes : 231 feature retry count : 0 feature packet loss percent : 10. 92 feature network latency ms : 1283 feature bandwidth utilization percent : 92 feature dns response ms : 620",156
RCA-03579,0,RCA-03579_chunk_0,"incident context : incident description : the application support experienced an incident associated with incomplete ticket information. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : human / operational severity : medium priority : p3 affected service : application support environment : production issue type : incomplete ticket information observed technical signals : feature observed cpu percent : 45 feature observed memory percent : 93 feature request latency ms : 3978 feature error rate percent : 24. 63 feature affected records or requests : 497327 feature incident duration minutes : 694 feature retry count : 3",130
RCA-03580,0,RCA-03580_chunk_0,"incident context : incident description : users reported api unavailable affecting the order api. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. category : api / microservices severity : medium priority : p3 affected service : order api environment : production issue type : api unavailable observed technical signals : feature observed cpu percent : 97 feature observed memory percent : 38 feature request latency ms : 2592 feature error rate percent : 37. 96 feature affected records or requests : 90613 feature incident duration minutes : 31 feature retry count : 9",126
RCA-03581,0,RCA-03581_chunk_0,"incident context : incident description : the service desk experienced an incident associated with wrong deployment. the issue was observed in the production environment. initial investigation showed degraded behavior and the support team collected logs, metrics, and transaction evidence for analysis. a recent production change was detected shortly before the incident. category : human / operational severity : medium priority : p2 affected service : service desk environment : production issue type : wrong deployment observed technical signals : feature observed cpu percent : 37 feature observed memory percent : 89 feature request latency ms : 1780 feature error rate percent : 36. 46 feature affected records or requests : 256961 feature incident duration minutes : 246 feature retry count : 0 feature change event : production change detected before incident feature minutes after change : 25 feature error rate before change percent : 0. 92 feature error rate after change percent : 6. 74",171
